UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Tool Wear Failure,Heat Dissipation Failure,Power Failure,Overstrain Failure,Random Failure,install_date,idle_time,cycle_time
5859,L53038,L,301.3,311,1348,44.5,78,0,0,0,0,0,0,19-01-2016,41,100.47
5860,L53039,L,301.3,311,1542,33.6,80,0,0,0,0,0,0,25-06-2018,38,245.79
5861,L53040,L,301.3,310.9,1566,33.1,82,0,0,0,0,0,0,22-09-2017,14,205.03
5862,L53041,L,301.3,311,1554,47.7,84,0,0,0,0,0,0,19-01-2018,51,171.83
5863,L53042,L,301.4,311,1470,40.6,86,0,0,0,0,0,0,18-08-2016,9,284.57
5864,M20723,M,301.4,311.1,1758,25.4,88,0,0,0,0,0,0,25-04-2017,115,200.22
5865,M20724,M,301.4,311,1486,36.5,91,0,0,0,0,0,0,16-10-2018,31,285.5
5866,M20725,M,301.5,311.1,1402,40,94,0,0,0,0,0,0,10-04-2015,62,284.61
5867,L53046,L,301.5,311.1,1459,45.1,97,0,0,0,0,0,0,07-02-2017,68,258.96
5868,L53047,L,301.5,311,1494,45.3,99,0,0,0,0,0,0,10-01-2018,68,81.78
5869,L53048,L,301.5,311.1,1731,27.9,101,0,0,0,0,0,0,26-07-2020,96,231.23
5870,L53049,L,301.5,311.1,2076,18.7,103,0,0,0,0,0,0,21-07-2020,86,233.95
5871,L53050,L,301.5,311.1,2055,16.8,105,0,0,0,0,0,0,06-12-2022,4,54.68
5872,L53051,L,301.5,311.1,1469,49.5,107,0,0,0,0,0,0,07-03-2020,52,125.57
5873,M20732,M,301.5,311,1504,42.6,109,0,0,0,0,0,0,21-07-2024,113,280.07
5874,M20733,M,301.5,311.1,1396,43.5,112,0,0,0,0,0,0,08-06-2015,15,33.78
5875,M20734,M,301.5,311.1,1660,33.8,115,0,0,0,0,0,0,25-11-2022,50,71.58
5876,M20735,M,301.5,311,1577,39.7,118,0,0,0,0,0,0,20-12-2022,105,40.38
5877,L53056,L,301.5,311.1,1426,52.1,121,0,0,0,0,0,0,22-05-2023,6,38.13
5878,L53057,L,301.5,311.1,1458,41.4,123,0,0,0,0,0,0,18-11-2018,112,235.49
5879,L53058,L,301.4,311,1533,45.8,125,0,0,0,0,0,0,05-06-2019,70,116.32
5880,L53059,L,301.4,311,1701,28.4,127,0,0,0,0,0,0,13-04-2023,95,80.72
5881,L53060,L,301.5,311.1,1434,49.6,129,0,0,0,0,0,0,18-09-2015,85,35.49
5882,L53061,L,301.4,311.1,1952,22.7,131,0,0,0,0,0,0,30-05-2017,14,139.1
5883,L53062,L,301.4,311.1,1469,36.9,133,0,0,0,0,0,0,17-05-2016,95,117.34
5884,L53063,L,301.4,311.1,1800,26,135,0,0,0,0,0,0,16-11-2015,39,62.05
5885,M20744,M,301.3,311.1,1438,43,137,0,0,0,0,0,0,07-09-2021,69,126.98
5886,L53065,L,301.3,311.1,1647,28.2,140,0,0,0,0,0,0,26-09-2022,72,293.86
5887,L53066,L,301.4,311.1,1494,41.9,142,0,0,0,0,0,0,08-12-2023,42,269.3
5888,H35301,H,301.4,311.1,1445,41.4,144,0,0,0,0,0,0,25-10-2016,24,241.15
5889,M20748,M,301.5,311.1,1507,38.6,149,0,0,0,0,0,0,23-03-2024,38,263.25
5890,M20749,M,301.4,311,1234,55.8,152,0,0,0,0,0,0,27-08-2024,65,195.8
5891,L53070,L,301.4,311,1634,32.6,155,0,0,0,0,0,0,07-01-2018,90,270
5892,L53071,L,301.4,311,1334,53.3,157,0,0,0,0,0,0,16-08-2016,83,150.33
5893,L53072,L,301.4,311.1,1472,44.5,159,0,0,0,0,0,0,18-02-2021,54,51.93
5894,M20753,M,301.3,311,1410,52.7,161,0,0,0,0,0,0,20-07-2017,53,142.54
5895,L53074,L,301.2,310.9,1597,37.9,164,0,0,0,0,0,0,06-09-2018,92,61.85
5896,M20755,M,301.2,310.9,1460,46.7,166,0,0,0,0,0,0,24-04-2017,91,262.78
5897,L53076,L,301.1,310.8,1274,55.7,169,0,0,0,0,0,0,24-04-2015,5,194.9
5898,M20757,M,301,310.7,1517,40.2,171,0,0,0,0,0,0,11-06-2023,70,96.21
5899,L53078,L,301,310.7,1300,57.2,174,0,0,0,0,0,0,10-11-2021,30,233.91
5900,H35313,H,300.9,310.6,1686,27.7,176,0,0,0,0,0,0,07-08-2020,18,101.41
5901,M20760,M,300.9,310.7,1485,41,181,0,0,0,0,0,0,11-05-2023,44,31.01
5902,L53081,L,301,310.7,1464,45.8,184,0,0,0,0,0,0,25-06-2018,107,272.77
5903,L53082,L,300.9,310.6,1598,35.4,186,0,0,0,0,0,0,09-09-2019,19,133.81
5904,L53083,L,300.9,310.5,1894,21.9,188,0,0,0,0,0,0,21-01-2023,56,204.66
5905,M20764,M,300.8,310.5,1330,59,190,0,0,0,0,0,0,30-04-2015,71,120.37
5906,H35319,H,300.8,310.5,1582,31.1,193,0,0,0,0,0,0,14-11-2019,87,123.23
5907,L53086,L,300.7,310.3,1533,35.6,198,0,0,0,0,0,0,29-12-2021,78,141.97
5908,H35321,H,300.8,310.4,1419,46.4,200,0,0,0,0,0,0,21-08-2019,116,225.17
5909,M20768,M,300.8,310.3,1526,36.3,205,0,0,0,0,0,0,09-03-2023,118,40.59
5910,H35323,H,300.7,310.2,1364,65.3,208,1,1,0,1,1,0,16-08-2018,2,110.63
5911,M20770,M,300.8,310.3,1458,43.4,0,0,0,0,0,0,0,24-12-2015,7,198.62
5912,M20771,M,300.8,310.4,1288,64,3,0,0,0,0,0,0,21-11-2017,10,68.86
5913,M20772,M,300.7,310.3,1659,29.8,6,0,0,0,0,0,0,25-05-2024,99,137.59
5914,H35327,H,300.7,310.2,1479,52.3,9,0,0,0,0,0,0,27-08-2024,84,244.73
5915,L53094,L,300.7,310.3,1592,36,14,0,0,0,0,0,0,01-11-2022,101,181.31
5916,M20775,M,300.6,310.2,1532,38.7,16,0,0,0,0,0,0,24-06-2023,85,227.48
5917,L53096,L,300.6,310.2,1555,41.9,19,0,0,0,0,0,0,30-08-2020,96,154.39
5918,L53097,L,300.6,310.2,1341,52.6,21,0,0,0,0,0,0,30-07-2023,15,180.66
5919,L53098,L,300.6,310.1,1541,42,23,0,0,0,0,0,0,02-01-2024,28,158.65
5920,L53099,L,300.6,310.3,1414,50.6,25,0,0,0,0,0,0,29-12-2018,108,61.02
5921,L53100,L,300.5,310.2,1764,25.9,27,0,0,0,0,0,0,04-08-2018,34,273.23
5922,L53101,L,300.5,310.3,1336,57.1,29,0,0,0,0,0,0,21-04-2024,55,202.65
5923,L53102,L,300.5,310.3,1435,43.3,31,0,0,0,0,0,0,12-04-2015,88,149.16
5924,M20783,M,300.4,310.3,1537,35,33,0,0,0,0,0,0,19-06-2019,114,82.41
5925,L53104,L,300.3,310.2,1369,48.8,36,0,0,0,0,0,0,14-04-2016,17,44.16
5926,M20785,M,300.2,310.1,1619,31.3,38,0,0,0,0,0,0,10-08-2020,90,257.96
5927,L53106,L,300.2,310.1,1440,51.1,41,0,0,0,0,0,0,17-08-2018,93,112.69
5928,L53107,L,300.2,310.1,1649,30.5,43,0,0,0,0,0,0,31-05-2015,3,257.52
5929,M20788,M,300.2,310.1,1550,38.7,45,0,0,0,0,0,0,31-01-2020,91,67.7
5930,L53109,L,300.3,310.2,1471,45.2,48,0,0,0,0,0,0,11-01-2019,88,195.62
5931,L53110,L,300.3,310.3,1483,51.6,50,0,0,0,0,0,0,07-06-2023,23,60.88
5932,L53111,L,300.3,310.4,1336,54.4,52,0,0,0,0,0,0,29-05-2016,26,251.85
5933,L53112,L,300.5,310.5,1515,36.6,54,0,0,0,0,0,0,17-07-2023,25,218.24
5934,L53113,L,300.5,310.5,1373,47.4,56,0,0,0,0,0,0,17-06-2023,64,159.07
5935,H35348,H,300.6,310.5,1454,51.2,58,0,0,0,0,0,0,17-07-2015,96,193.05
5936,L53115,L,300.5,310.5,1646,34.5,63,0,0,0,0,0,0,21-08-2024,91,99.71
5937,M20796,M,300.5,310.4,1548,37.3,65,0,0,0,0,0,0,04-11-2016,42,165.91
5938,M20797,M,300.6,310.5,1462,41.3,68,0,0,0,0,0,0,27-08-2018,72,38.92
5939,L53118,L,300.5,310.4,1702,33.1,71,0,0,0,0,0,0,21-12-2021,100,168.56
5940,L53119,L,300.5,310.5,1409,60.9,73,0,0,0,0,0,0,10-02-2021,111,230.15
5941,M20800,M,300.6,310.6,1427,52.8,75,0,0,0,0,0,0,21-11-2019,83,216.92
5942,L53121,L,300.6,310.7,1438,48.5,78,1,0,0,0,0,0,24-09-2021,106,231.02
5943,L53122,L,300.7,310.7,1450,43.4,80,0,0,0,0,0,0,24-01-2023,24,181.79
5944,L53123,L,300.7,310.7,1541,41.3,82,0,0,0,0,0,0,24-08-2024,49,89.77
5945,M20804,M,300.7,310.6,1484,38,84,0,0,0,0,0,0,13-06-2017,95,83.27
5946,M20805,M,300.8,310.8,1415,44.5,87,0,0,0,0,0,0,02-06-2016,38,239.21
5947,L53126,L,300.7,310.8,1496,46.4,90,0,0,0,0,0,0,25-09-2023,5,284.24
5948,M20807,M,300.7,310.8,1465,45.2,92,0,0,0,0,0,0,29-01-2024,49,100.67
5949,L53128,L,300.7,310.8,2113,18.5,95,0,0,0,0,0,0,16-02-2021,27,35.42
5950,M20809,M,300.7,310.8,1506,44,97,0,0,0,0,0,0,15-12-2024,42,223.15
5951,L53130,L,300.7,310.8,1689,28.9,100,0,0,0,0,0,0,28-04-2020,52,83.34
5952,L53131,L,300.7,310.9,1650,29.4,102,0,0,0,0,0,0,15-08-2015,116,31.83
5953,L53132,L,300.7,310.8,1563,33.8,104,0,0,0,0,0,0,23-04-2020,20,197.57
5954,M20813,M,300.7,310.9,1486,38.9,106,0,0,0,0,0,0,15-02-2018,105,121.82
5955,L53134,L,300.8,310.9,1732,25.7,109,0,0,0,0,0,0,17-04-2017,27,261.38
5956,L53135,L,300.7,310.8,1653,31.6,111,0,0,0,0,0,0,15-11-2020,47,118.43
5957,L53136,L,300.7,310.9,1535,37.1,113,0,0,0,0,0,0,16-03-2015,28,183.76
5958,L53137,L,300.7,310.9,1637,37.2,115,0,0,0,0,0,0,18-04-2016,13,197.29
5959,L53138,L,300.6,310.8,1533,38.5,117,0,0,0,0,0,0,27-11-2019,47,218.81
5960,L53139,L,300.6,310.8,1378,51.2,119,0,0,0,0,0,0,12-02-2015,85,266.19
5961,L53140,L,300.5,310.7,1606,33.5,121,0,0,0,0,0,0,21-11-2023,63,130.54
5962,L53141,L,300.3,310.7,1539,32.3,123,0,0,0,0,0,0,30-07-2021,54,228.63
5963,L53142,L,300.5,310.8,1728,26.3,125,0,0,0,0,0,0,05-06-2018,87,114.79
5964,H35377,H,300.4,310.7,1656,36.3,127,0,0,0,0,0,0,30-03-2021,99,170.81
5965,H35378,H,300.5,310.8,1631,30.5,132,0,0,0,0,0,0,27-05-2016,84,48.47
5966,H35379,H,300.5,310.9,1447,46.5,137,0,0,0,0,0,0,25-09-2016,80,55.41
5967,L53146,L,300.4,310.8,1396,49.3,142,0,0,0,0,0,0,11-03-2020,93,55.22
5968,L53147,L,300.4,310.8,1390,52.5,144,0,0,0,0,0,0,10-05-2024,76,67.03
5969,L53148,L,300.4,310.8,1348,56,146,0,0,0,0,0,0,02-12-2017,26,24.73
5970,M20829,M,300.4,310.8,1491,35.9,148,0,0,0,0,0,0,30-11-2020,30,45.61
5971,L53150,L,300.4,310.8,1520,37.6,151,0,0,0,0,0,0,23-12-2020,87,250.01
5972,L53151,L,300.5,310.8,1509,33,153,0,0,0,0,0,0,26-07-2024,115,279.91
5973,L53152,L,300.5,310.8,1445,46.6,155,0,0,0,0,0,0,15-05-2018,92,50.44
5974,L53153,L,300.5,310.8,1354,51.8,157,0,0,0,0,0,0,25-07-2015,86,127.1
5975,L53154,L,300.5,310.7,1488,39.4,159,0,0,0,0,0,0,06-05-2018,9,132.55
5976,H35389,H,300.5,310.7,1654,28.6,161,0,0,0,0,0,0,09-07-2021,39,211.83
5977,H35390,H,300.5,310.6,1378,51.5,166,0,0,0,0,0,0,10-09-2017,28,81.1
5978,L53157,L,300.6,310.7,1750,30.6,171,0,0,0,0,0,0,31-03-2020,80,282.02
5979,L53158,L,300.5,310.6,1448,46.3,173,0,0,0,0,0,0,27-05-2019,100,44.01
5980,H35393,H,300.6,310.7,1501,45.3,175,0,0,0,0,0,0,24-05-2018,92,287.95
5981,M20840,M,300.6,310.7,1654,32,180,0,0,0,0,0,0,23-04-2016,84,133.55
5982,M20841,M,300.7,310.7,1347,46.5,183,0,0,0,0,0,0,12-07-2017,119,233.19
5983,L53162,L,300.7,310.8,1486,37.1,186,0,0,0,0,0,0,21-01-2020,65,36.34
5984,H35397,H,300.8,310.8,1466,45.2,188,0,0,0,0,0,0,18-03-2023,27,98.04
5985,H35398,H,300.7,310.8,1346,52,193,0,0,0,0,0,0,25-10-2016,17,96.62
5986,L53165,L,300.7,310.7,1314,42.4,198,0,0,0,0,0,0,06-09-2015,11,248.04
5987,L53166,L,300.6,310.7,1440,52.5,200,0,0,0,0,0,0,07-11-2022,59,166
5988,L53167,L,300.7,310.8,1608,39.5,202,0,0,0,0,0,0,18-05-2021,48,258.47
5989,H35402,H,300.7,310.8,1296,58.2,204,0,0,0,0,0,0,26-12-2021,20,277.96
5990,L53169,L,300.7,310.7,1507,46.1,209,0,0,0,0,0,0,04-09-2023,40,159.99
5991,M20850,M,300.7,310.7,1343,51.6,211,0,0,0,0,0,0,18-02-2024,86,83.79
5992,L53171,L,300.7,310.7,1416,40.4,214,0,0,0,0,0,0,26-08-2017,63,191.46
5993,L53172,L,300.7,310.6,1288,47.2,216,0,0,0,0,0,0,01-11-2020,1,97.07
5994,M20853,M,300.7,310.6,1407,42.4,218,0,0,0,0,0,0,17-09-2022,16,274.89
5995,L53174,L,300.6,310.4,1608,39.2,221,0,0,0,0,0,0,23-02-2024,94,106.03
5996,L53175,L,300.6,310.3,1920,22.3,223,0,0,0,0,0,0,11-12-2023,93,161.41
5997,M20856,M,300.5,310.2,1386,48.2,225,0,0,0,0,0,0,24-08-2022,46,192.2
5998,M20857,M,300.5,310.2,1571,34.6,228,0,0,0,0,0,0,17-08-2017,55,276.48
5999,M20858,M,300.4,310.2,1613,36.9,231,0,0,0,0,0,0,10-11-2023,82,128.32
6000,M20859,M,300.4,310.2,1671,30.5,234,1,1,0,0,0,0,05-08-2024,29,218.53
6001,H35414,H,300.4,310.2,1431,43.2,0,0,0,0,0,0,0,12-01-2022,41,21.07
6002,M20861,M,300.4,310.2,1380,47.3,5,0,0,0,0,0,0,11-05-2019,88,160.57
6003,L53182,L,300.5,310.3,1683,31.5,8,0,0,0,0,0,0,19-02-2022,9,28.14
6004,L53183,L,300.4,310.2,1529,36.2,10,0,0,0,0,0,0,28-09-2021,18,251.72
6005,L53184,L,300.5,310.4,1761,26.5,12,0,0,0,0,0,0,08-12-2019,106,95.76
6006,L53185,L,300.6,310.5,1570,38.3,14,0,0,0,0,0,0,16-04-2018,58,270.44
6007,M20866,M,300.6,310.5,2156,18,16,0,0,0,0,0,0,13-01-2015,86,142.43
6008,M20867,M,300.7,310.6,1349,54.5,19,0,0,0,0,0,0,09-11-2019,37,174.46
6009,L53188,L,300.7,310.7,1431,39.3,22,0,0,0,0,0,0,30-03-2019,87,53.73
6010,L53189,L,300.6,310.6,1931,22,24,0,0,0,0,0,0,09-01-2017,61,42.17
6011,H35424,H,300.7,310.7,1428,43.4,26,0,0,0,0,0,0,15-08-2019,74,283.45
6012,L53191,L,300.8,310.8,1564,36.2,31,0,0,0,0,0,0,19-02-2019,98,197.95
6013,H35426,H,300.8,310.9,1425,44,33,0,0,0,0,0,0,16-03-2022,75,124.08
6014,L53193,L,300.7,310.8,1597,30.5,38,0,0,0,0,0,0,22-07-2022,86,79.05
6015,H35428,H,300.8,310.8,1618,32.8,40,0,0,0,0,0,0,08-01-2016,13,202.48
6016,M20875,M,300.8,310.8,1520,38,45,0,0,0,0,0,0,25-04-2023,108,199.79
6017,L53196,L,300.7,310.7,1425,45.3,48,0,0,0,0,0,0,28-02-2021,21,260.87
6018,L53197,L,300.8,310.9,1398,38.2,50,0,0,0,0,0,0,05-03-2019,31,183.86
6019,M20878,M,300.8,310.9,1557,31.6,52,0,0,0,0,0,0,02-02-2018,47,175.36
6020,L53199,L,300.7,310.8,1519,43.9,55,0,0,0,0,0,0,21-01-2015,111,95.38
6021,L53200,L,300.7,310.8,1619,34.9,57,0,0,0,0,0,0,19-10-2016,43,55.98
6022,L53201,L,300.7,310.8,1814,21.4,59,0,0,0,0,0,0,28-12-2022,71,123.1
6023,L53202,L,300.7,310.9,1521,39.4,61,0,0,0,0,0,0,27-11-2017,55,237.81
6024,M20883,M,300.7,310.9,1369,51.2,63,0,0,0,0,0,0,08-10-2019,35,81.68
6025,L53204,L,300.7,310.9,1356,65.3,66,1,0,0,1,0,0,02-04-2018,51,88.69
6026,L53205,L,300.7,311,1336,53.3,68,0,0,0,0,0,0,02-10-2019,53,271.5
6027,L53206,L,300.7,311,1403,48.3,70,0,0,0,0,0,0,01-04-2024,55,199.11
6028,M20887,M,300.7,311,1413,44.3,72,0,0,0,0,0,0,24-03-2018,70,93.7
6029,L53208,L,300.6,310.9,1472,47.6,75,0,0,0,0,0,0,27-02-2017,32,46.67
6030,M20889,M,300.7,310.8,1452,47.9,77,0,0,0,0,0,0,20-10-2017,89,121.91
6031,L53210,L,300.6,310.7,1397,53.7,80,0,0,0,0,0,0,28-10-2024,59,196.42
6032,L53211,L,300.6,310.7,1455,40.6,82,0,0,0,0,0,0,05-04-2020,5,87.75
6033,L53212,L,300.7,310.8,1754,27.7,84,0,0,0,0,0,0,07-05-2019,98,243.74
6034,L53213,L,300.6,310.9,1471,37.9,86,0,0,0,0,0,0,21-03-2020,78,90.7
6035,M20894,M,300.6,310.8,1389,48.1,88,0,0,0,0,0,0,15-03-2016,17,62.03
6036,M20895,M,300.6,310.9,1702,30.3,91,0,0,0,0,0,0,26-08-2022,76,173.88
6037,M20896,M,300.6,311,1401,54.6,94,0,0,0,0,0,0,16-10-2016,79,271.41
6038,L53217,L,300.7,311.1,1426,46.2,97,0,0,0,0,0,0,14-01-2022,28,115.58
6039,L53218,L,300.7,311,1496,38.3,99,0,0,0,0,0,0,14-05-2019,89,262.88
6040,L53219,L,300.6,310.9,1433,42.6,101,0,0,0,0,0,0,11-10-2020,103,170.87
6041,M20900,M,300.7,311.1,1438,46.6,103,0,0,0,0,0,0,19-01-2017,47,270.68
6042,M20901,M,300.7,311,1418,49.3,106,0,0,0,0,0,0,09-08-2022,57,25.14
6043,M20902,M,300.8,311,1580,36.6,109,0,0,0,0,0,0,22-08-2018,108,194.11
6044,M20903,M,300.7,310.9,1468,41.8,112,0,0,0,0,0,0,24-09-2022,104,140.46
6045,M20904,M,300.8,310.9,1522,41.7,115,0,0,0,0,0,0,25-10-2022,85,188.9
6046,L53225,L,300.8,310.9,1311,55.8,118,0,0,0,0,0,0,07-05-2020,119,169.65
6047,L53226,L,300.9,311,1316,56.5,120,0,0,0,0,0,0,07-07-2021,10,70.69
6048,H35461,H,300.9,311,1853,23.6,122,0,0,0,0,0,0,08-03-2015,12,271.78
6049,M20908,M,300.9,311,1556,38.8,127,0,0,0,0,0,0,22-04-2016,34,248.25
6050,M20909,M,300.9,311,1567,34.3,130,0,0,0,0,0,0,16-07-2022,118,169.99
6051,M20910,M,300.9,311.1,1546,37.7,133,0,0,0,0,0,0,24-05-2019,113,137.85
6052,L53231,L,300.9,311,1382,51.2,136,0,0,0,0,0,0,09-03-2019,37,133.22
6053,L53232,L,300.9,311,2003,20.2,138,0,0,0,0,0,0,22-02-2020,7,132.7
6054,L53233,L,300.8,310.9,1748,29.9,140,0,0,0,0,0,0,22-01-2020,71,74.69
6055,H35468,H,300.7,310.8,1518,40.1,142,0,0,0,0,0,0,22-02-2020,27,61.99
6056,L53235,L,300.7,310.8,1475,42,147,0,0,0,0,0,0,19-06-2024,62,225.4
6057,L53236,L,300.8,310.8,1634,29.2,149,0,0,0,0,0,0,26-09-2018,84,204.68
6058,L53237,L,300.8,310.8,1689,32.9,151,0,0,0,0,0,0,17-06-2023,108,143.57
6059,M20918,M,300.9,310.9,1636,35.3,153,0,0,0,0,0,0,04-01-2017,109,102.44
6060,L53239,L,300.9,311,2235,15.8,156,0,0,0,0,0,0,14-04-2022,53,217.56
6061,L53240,L,301,311.1,1615,35.6,158,0,0,0,0,0,0,31-12-2020,117,155.64
6062,H35475,H,301.1,311.1,1618,29.5,160,0,0,0,0,0,0,25-05-2016,67,75.67
6063,M20922,M,301.1,311.2,1407,53,165,0,0,0,0,0,0,08-04-2017,33,277.58
6064,L53243,L,301.1,311.1,1450,43.3,168,0,0,0,0,0,0,11-08-2018,88,68.67
6065,L53244,L,301.1,311.1,1889,23.8,170,0,0,0,0,0,0,19-05-2024,17,50.15
6066,L53245,L,301,310.9,1568,38.2,172,0,0,0,0,0,0,01-03-2021,29,92.66
6067,L53246,L,301,311,1804,25.8,174,0,0,0,0,0,0,05-01-2020,76,160.43
6068,L53247,L,301,311,1582,37.5,176,0,0,0,0,0,0,19-08-2019,101,279.52
6069,M20928,M,301,310.9,2047,17.9,178,0,0,0,0,0,0,14-01-2018,3,96.95
6070,L53249,L,300.9,310.9,1601,34,181,0,0,0,0,0,0,10-08-2022,98,254.46
6071,L53250,L,300.9,310.9,1615,32,183,0,0,0,0,0,0,28-02-2022,89,56.55
6072,M20931,M,300.9,310.8,1452,43.6,185,0,0,0,0,0,0,25-05-2023,0,274.4
6073,M20932,M,300.9,310.8,1695,30.2,188,0,0,0,0,0,0,04-10-2023,88,170.19
6074,M20933,M,300.9,310.8,1790,26.2,191,0,0,0,0,0,0,22-08-2019,96,292.17
6075,M20934,M,301,310.8,1533,39.3,194,0,0,0,0,0,0,25-05-2018,102,32.24
6076,L53255,L,301,310.9,1813,28.5,197,0,0,0,0,0,0,29-11-2015,100,137.21
6077,L53256,L,301,310.9,1492,36.7,199,0,0,0,0,0,0,05-07-2015,119,124.91
6078,L53257,L,300.9,310.7,1479,43.3,201,0,0,0,0,0,0,18-02-2016,84,259.31
6079,L53258,L,300.8,310.7,1339,59.1,203,1,0,0,0,1,0,08-03-2019,14,264.83
6080,M20939,M,300.8,310.7,1371,44.7,205,0,0,0,0,0,0,16-04-2024,118,187.53
6081,L53260,L,300.9,310.7,1468,36.2,208,0,0,0,0,0,0,13-02-2023,12,190.08
6082,L53261,L,300.9,310.7,1517,41.7,210,0,0,0,0,0,0,27-03-2016,31,294.14
6083,L53262,L,300.9,310.7,1352,46.4,212,0,0,0,0,0,0,12-04-2023,2,233.56
6084,L53263,L,300.9,310.7,1389,50,214,0,0,0,0,0,0,21-06-2021,22,117.64
6085,M20944,M,300.8,310.6,1505,36.2,0,0,0,0,0,0,0,29-06-2024,32,35.19
6086,L53265,L,300.9,310.6,1538,36.7,3,0,0,0,0,0,0,24-10-2022,54,243.39
6087,L53266,L,300.9,310.8,1482,37,5,0,0,0,0,0,0,25-06-2016,105,280.03
6088,M20947,M,300.9,310.8,1599,33,7,0,0,0,0,0,0,04-03-2019,63,236.62
6089,L53268,L,300.9,310.8,1476,39,10,0,0,0,0,0,0,28-10-2018,76,74.56
6090,L53269,L,300.9,310.7,1509,37.5,12,0,0,0,0,0,0,30-11-2022,15,183.69
6091,L53270,L,300.9,310.8,1708,29.1,14,0,0,0,0,0,0,20-06-2019,43,236.4
6092,L53271,L,300.9,310.7,1412,57.5,16,0,0,0,0,0,1,26-11-2018,25,294.87
6093,L53272,L,300.9,310.7,1658,28.5,18,0,0,0,0,0,0,26-11-2016,42,110.37
6094,L53273,L,301,310.8,1375,57.2,20,0,0,0,0,0,0,16-12-2020,2,108.54
6095,M20954,M,300.9,310.8,1402,48.1,22,0,0,0,0,0,0,28-02-2021,42,37.8
6096,M20955,M,300.9,310.7,1452,47.3,25,0,0,0,0,0,0,15-04-2016,54,52.17
6097,M20956,M,300.8,310.7,1483,40.8,28,0,0,0,0,0,0,22-06-2018,101,186.13
6098,H35511,H,300.9,310.8,1477,38.4,31,0,0,0,0,0,0,02-12-2021,40,25.2
6099,M20958,M,300.8,310.7,1924,22.4,36,0,0,0,0,0,0,08-01-2018,32,160.31
6100,H35513,H,300.9,310.7,1609,28.7,39,0,0,0,0,0,0,08-12-2018,73,124.59
6101,M20960,M,300.8,310.7,1886,21.1,44,0,0,0,0,0,0,02-11-2021,7,253.57
6102,L53281,L,300.7,310.6,1616,29.6,47,0,0,0,0,0,0,24-08-2021,77,259
6103,L53282,L,300.7,310.7,1442,43.2,49,0,0,0,0,0,0,10-01-2021,102,29.82
6104,L53283,L,300.8,310.8,1407,45.1,51,0,0,0,0,0,0,09-10-2015,99,161.96
6105,M20964,M,300.8,310.8,1461,41.3,53,0,0,0,0,0,0,09-01-2016,24,200.6
6106,M20965,M,300.8,310.9,1522,46.2,56,0,0,0,0,0,0,14-02-2018,40,255.74
6107,L53286,L,300.9,311,1432,48.1,59,0,0,0,0,0,0,13-02-2018,22,218.19
6108,L53287,L,300.9,311,1438,49,61,0,0,0,0,0,0,29-10-2015,89,258.49
6109,M20968,M,300.8,310.9,1678,28.1,63,0,0,0,0,0,0,19-05-2018,22,91.71
6110,M20969,M,300.8,310.9,1514,38.7,66,0,0,0,0,0,0,23-02-2020,82,134.06
6111,L53290,L,300.7,310.8,1534,41.3,69,0,0,0,0,0,0,11-04-2018,61,200.7
6112,M20971,M,300.7,310.8,1486,41.2,71,0,0,0,0,0,0,28-02-2022,96,238.38
6113,L53292,L,300.7,310.8,1925,22,74,0,0,0,0,0,0,21-12-2017,100,198.09
6114,M20973,M,300.7,310.8,1724,30,76,0,0,0,0,0,0,22-02-2015,93,166.59
6115,M20974,M,300.8,310.8,1549,35.5,79,0,0,0,0,0,0,30-03-2021,116,229.78
6116,L53295,L,300.8,310.9,1457,47.7,82,0,0,0,0,0,0,01-08-2022,35,269.72
6117,L53296,L,300.8,310.9,1453,43.9,84,0,0,0,0,0,0,02-02-2017,85,23.35
6118,L53297,L,300.8,311,1578,44.4,86,0,0,0,0,0,0,25-06-2016,40,71.28
6119,M20978,M,300.9,311.1,1325,61.4,88,0,0,0,0,0,0,12-12-2023,47,139.8
6120,L53299,L,300.9,311.1,1471,39.3,91,0,0,0,0,0,0,17-01-2020,102,132.26
6121,M20980,M,300.9,311.2,1472,40,93,0,0,0,0,0,0,30-04-2020,117,92.65
6122,L53301,L,300.9,311.1,1457,37.4,96,0,0,0,0,0,0,03-06-2022,51,228.97
6123,L53302,L,301,311,1402,55.3,98,0,0,0,0,0,0,09-07-2017,93,248.43
6124,L53303,L,300.9,310.9,1477,41.5,100,0,0,0,0,0,0,07-02-2024,86,226.95
6125,M20984,M,300.9,310.9,1727,30.1,102,0,0,0,0,0,0,13-12-2015,117,167.96
6126,L53305,L,300.9,310.9,1995,20.2,105,0,0,0,0,0,0,12-02-2015,115,36.09
6127,L53306,L,300.9,310.9,1370,52.5,107,0,0,0,0,0,0,05-08-2023,57,48.34
6128,L53307,L,300.9,310.9,1228,66.4,109,0,0,0,0,0,0,12-08-2018,45,191.26
6129,L53308,L,300.9,311,1499,38,111,0,0,0,0,0,0,16-11-2018,97,51.1
6130,M20989,M,301,311,1508,46.9,113,0,0,0,0,0,0,21-11-2019,7,69.29
6131,L53310,L,301,310.9,1473,44.2,116,0,0,0,0,0,0,20-11-2024,61,207.72
6132,H35545,H,301,311,1640,37.6,118,0,0,0,0,0,0,20-06-2018,29,45.31
6133,L53312,L,301.1,311.1,1429,42.5,123,0,0,0,0,0,0,25-03-2017,119,22.18
